"Pass","UB-4964 (Cod30)","UB-4960 (BuD391B)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","UB-4551 (MaDE1 & E2)","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)",
13020,648.19,530.358,513.94,521.632,538.749,540.504,576.204,588.689,589.129,653.748,604.925,656.8,591.753,639.458,654.608,657.343,541.07,499.008,506.838,451.417,514.964,522.183,544.804,543.118,548.805,546.4,583.847,569.299,584.42,552.026,588.054,588.924,594.291,590.76,575.423,582.877,583.801,595.826,603.769,635.972,619.226,640.575,643.097,624.39,612.917,646.691,653.934,643.974,622.003,648.706,642.415,688.299,660.064,673.144,659.485,667.149,670.872,751.052,664.232,765.728,617.777,666.405,658.386,525.285,515.352,532.081,560.129,420.907,467.502,563.197,628.767,560.853,606.335,618.968,591.833,612.077,615.431,
13040,647.822,515.962,513.94,511.115,531.866,545.456,539.602,565.651,593.533,626.674,591.348,656.8,595.609,603.902,654.092,654.916,534.787,496.753,442.362,502.079,537.5,490.588,536.652,540.679,494.607,476.013,575.413,555.224,558.725,568.594,454.879,566.508,590.226,573.771,586.724,591.182,574.684,599.219,617.574,638.911,606.85,616.648,633.009,636.374,642.377,620.656,655.533,652.822,641.33,645.846,650.763,765.238,678.721,664.525,766.207,755.413,700.447,673.688,764.326,676.319,605.705,666.405,682.32,478.328,440.328,481.104,454.128,459.279,459.864,571.703,576.228,598.896,607.614,647.403,587.004,643.28,610.55,
13060,636.349,533.448,515.948,522.729,516.811,516.714,574.268,586.263,604.928,619.751,555.391,753.845,586.782,597.038,651.392,653.146,421.091,532.536,562.163,456.787,539.776,406.957,573.314,533.732,573.554,549.537,559.036,570.838,586.276,577.384,602.315,574.596,597.404,585.756,601.828,588.679,568.994,566.375,580.467,644.934,618.055,616.648,571.757,625.886,615.485,620.656,652.163,652.822,666.139,656.276,656.277,669.26,743.582,671.974,756.294,650.731,705.086,753.05,755.717,754.185,635.752,666.405,651.36,511.185,485.674,457.098,486.845,478.096,468.277,557.382,571.992,583.837,643.111,647.403,600.418,665.202,620.158,
13080,646.087,520.005,523.155,535.606,565.755,571.797,592.323,589.349,621.171,615.703,583.966,769.055,577.188,595.966,607.632,653.679,526.313,481.825,512.998,484.965,564.072,406.957,549.704,564.343,570.132,594.287,565.687,570.525,565.711,586.876,569.251,593.858,593.571,584.57,554.904,584.783,586.614,596.099,584.226,624.385,626.425,642.894,644.855,606.614,619.277,617.591,659.652,652.73,638.329,639.966,653.894,660.917,746.014,767.518,673.069,672.683,669.629,685.446,665.349,768.708,610.091,673.912,667.517,511.127,455.963,450.114,512.687,507.998,495.368,580.228,599.249,583.48,645.612,635.858,603.697,664.207,606.03,
13100,637.463,517.959,536.55,523.693,577.488,584.092,585.808,579.172,643.067,647.946,576.91,762.531,577.722,578.946,637.773,664.117,423.334,446.494,468.129,432.301,549.198,446.612,555.185,548.931,570.132,574.456,555.852,596.436,574.081,594.831,571.478,566.215,568.452,544.816,591.363,587.126,628.961,556.674,637.195,601.82,645.022,613.092,605.742,647.122,634.5,620.317,659.652,643.246,642.198,651.75,653.894,665.577,654.011,759.485,657.585,690.043,666.574,678.162,700.223,750.27,612.504,758.884,671.423,463.288,512.095,469.162,549.045,533.302,495.117,562.352,575.002,556.513,610.954,650.986,588.223,648.451,618.045,
13120,648.441,525.989,510.908,514.268,516.315,542.636,576.2,575.623,617.88,649.974,576.91,666.399,563.915,577.708,647.917,653.206,453.755,446.921,554.203,495.841,549.577,557.695,548.813,568.538,561.253,574.318,557.049,583.438,552.438,591.797,583.029,563.044,548.066,571.152,588.616,633.2,595.764,587.848,583.948,649.434,612.796,621.152,623.016,644.968,618.89,617.776,653.319,649.118,646.907,654.333,658.116,657.197,656.102,673.501,665.578,755.542,692.552,668.071,764.154,749.429,633.438,670.16,675.777,438.69,474.207,459.837,443.815,466.435,478.585,569.658,586.755,585.23,612.694,640.754,587.071,647.366,621.557,
13140,645.676,536.902,518.252,556.331,538.579,547.674,556.99,572.552,610.18,600.42,559.051,664.858,586.321,629.493,659.359,687.37,536.557,444.843,544.513,482.744,547.233,555.888,568.964,560.046,436.517,548.813,551.552,588.905,592.972,573.608,579.841,585.191,593.733,557.021,599.314,578.932,578.04,604.787,583.948,592.916,612.796,614.664,621.178,649.686,616.583,642.188,654.036,656.242,618.715,649.716,658.116,657.197,754.459,661.96,663.263,661.959,699.262,758.795,676.187,744.821,602.739,669.198,658.85,535.754,543.728,434.99,541.728,494.673,508.979,567.8,603.498,574.556,623.622,641.261,590.34,639.668,636.332,
13160,647.578,522.708,522.021,515.831,547.377,526.13,548.255,586.981,627.485,622.209,592.787,664.858,559.813,577.511,643.102,656.385,530.324,456.015,457.481,450.861,549.731,549.699,544.997,556.182,556.847,538.848,599.528,585.327,592.972,559.645,576.507,566.023,586.041,565.89,546.634,580.723,635.175,616.367,593.267,606.174,632.859,651.172,635.331,645.161,617.654,646.436,654.036,649.981,601.331,649.716,656.44,674.491,665.478,760.955,663.263,661.823,761.196,684.217,676.187,754.76,591.709,662.781,658.85,488.123,496.745,568.298,552.522,538.311,438.76,561.853,591.735,586.598,625.207,611.4,594.243,651.642,642.922,
13180,633.602,519.43,519.161,515.831,512.27,585.975,623.053,548.178,612.38,636.936,578.78,665.835,578.024,615.449,627.021,651.23,468.305,542.204,547.623,483.47,480.769,502.779,547.733,567.39,567.062,560.581,551.363,571.256,570.307,569.756,597.134,624.785,556.765,579.635,574.783,591.48,577.609,607.404,635.12,639.284,623.46,644.54,650.883,635.137,624.617,646.436,656.253,649.981,615.207,649.716,664.829,651.853,750.667,751.286,753.36,674.823,769.628,672.003,670.703,669.353,618.581,667.527,657.542,455.584,529.351,528.555,460.041,430.011,518.704,545.445,576.989,613.284,631.717,605.82,555.814,650.063,624.615,
13200,642.505,510.65,530.99,523.62,525.567,542.241,598.049,564.107,612.327,658.581,577.228,757.507,575.809,587.269,644.824,652.783,508.356,497.76,544.825,533.044,480.403,445,545.144,577.967,548.516,539.703,561.023,553.338,570.835,587.583,569.501,575.252,560.294,579.037,565.24,627.73,578.161,570.206,605.772,638.336,616.624,626.051,646.13,610.182,642.396,641.952,662.309,649.981,643.66,612.748,656.701,655.665,675.063,765.598,672.282,660.682,675.036,674.643,670.795,682.712,592.193,666.252,654.487,539.244,448.185,455.637,551.626,519.78,437.522,556.671,580.222,591.705,621.864,611.311,602.035,650.063,606.965,
13220,642.644,520.811,530.99,526.13,566.631,622.066,623.373,583.277,621.88,650.006,550.684,656.252,551.984,575.566,643.482,647.828,496.915,444.647,496.893,493.457,460.2,482.222,493.501,543.825,549.739,564.722,571.537,588.098,553.358,568.256,566.313,595.707,580.277,576.693,489.022,566.599,577.869,632.752,572.346,628.342,648.249,618.311,641.366,634.711,618.034,633.409,652.876,647.171,653.623,653.747,666.719,655.665,758.65,691.69,659.318,678.739,665.733,679.154,657.224,746.064,603.924,630.713,657.015,465.663,467.342,439.861,488.454,433.369,434.525,560.045,627.206,590.394,615.338,640.775,624.882,612.606,629.184,
13240,642.818,534.947,520.941,518.133,557.587,623.935,591.578,546.804,620.023,620.947,562.114,667.107,581.207,586.946,647.975,658.079,514.62,494.563,516.61,563.434,540.581,547.952,540.919,548.758,560.562,574.987,574.7,576.691,580.254,567.869,571.465,584.66,572.112,576.211,604.164,602.788,619.825,640.775,595.081,645.804,624.184,611.238,610.034,628.459,645.978,618.168,659.935,639.643,655.903,650.512,657.936,655.665,660.944,679.757,673.623,672,743.167,765.866,670.718,665.836,607.369,614.503,660.78,435.784,511.183,526.203,556.1,471.246,432.574,548.22,593.131,590.189,606.953,643.595,640.81,636.689,640.534,
13260,648.232,532.662,527.394,515.931,541.798,639.89,588.487,494.997,641.236,623.332,559.672,748.959,568.197,642.372,649.012,658.851,515.986,462.473,497.251,539.812,542.03,489.923,563.54,548.635,557.861,584.671,575.078,558.338,580.254,569.051,573.942,572.882,584.958,581.473,592.721,581.77,593.987,593.127,546.826,587.804,611.925,639.981,648.704,614.147,642.598,649.71,660.138,614.825,590.055,653.98,657.936,663.197,662.799,769.569,659.974,677.624,667.784,670.692,662.695,667.972,566.369,640.091,671.312,495.999,457.289,540.387,545.862,461.785,538.209,570.521,594.479,593.443,620.056,648.383,588.086,653.493,612.801,
13280,643.102,527.097,527.394,526.71,532.737,588.252,558.232,533.688,610.641,622.276,589.361,673.268,579.691,599.315,645.934,658.851,467.918,461.513,465.26,424.525,479.265,501.921,571.98,591.767,564.543,581.925,557.529,584.748,598.729,598.253,573.632,571.943,626.204,628.171,591.801,590.934,589.828,585.99,575.613,605.214,647.555,629.763,636.65,577.957,630.413,625.095,748.077,606.984,643.954,663.073,653.026,663.197,665.484,737.149,664.94,688.377,671.878,754.899,746.751,680.342,612.167,675.938,658.964,432.698,472.443,502.237,533.333,427.108,440.064,563.623,569.93,576.086,646.105,647.628,590.912,612.755,634.698,
13300,644.202,520.351,559.932,523.757,511.555,552.825,597.881,591.931,626.798,606.76,495.074,655.077,572.549,587.174,637.757,767.861,419.998,558.958,479.382,585.955,550.669,480.758,548.017,438.337,589.624,582.825,554.434,548.754,554.091,581.79,594.97,567.173,440.254,588.762,631.297,591.933,603.255,603.363,575.888,638.89,614.869,641.938,615.692,643.351,644.802,606.513,753.277,646.404,647.812,619.068,651.785,661.105,655.207,666.55,669.689,676.274,757.512,669.854,675.374,693.197,603.72,668.264,664.913,471.089,455.706,495.055,516.718,516.816,496.787,559.379,575.577,585.649,638.224,649.817,586.71,610.598,594.219,
13320,644.202,526.849,516.41,545.974,559.821,559.204,590.647,560.5,606.548,633.329,441.683,755.489,556.163,627.831,652.336,662.995,543.072,457.398,547.158,485.45,475.134,496.671,533.419,563.976,544.839,585.186,570.118,571.258,573.357,583.193,571.523,590.185,589.236,583.676,585.461,578.563,601.07,571.735,641.419,582.625,641.831,616.742,614.398,627.146,600.219,655.12,656.697,647.071,647.812,645.77,656.029,657.467,659.797,757.582,753.809,675.763,664.305,767.729,675.363,669.187,610.431,661.152,652.205,506.897,489.366,444.474,453.433,436.236,469.47,567.649,637.718,584.136,615.871,608.555,629.84,612.093,609.453,
13340,656.924,520.216,519.185,529.981,536.925,547.672,568.042,556.199,607.564,633.329,578.7,683.171,596.182,604.476,643.574,657.326,516.378,529.417,478.546,596.724,448.284,485.25,546.621,575.921,557.773,484.134,570.432,579.679,575.683,564.816,562.204,504.28,556.699,561.82,573.605,585.556,634.099,609.233,634.035,592.232,625.317,633.392,612.272,627.678,649.048,649.148,654.337,651.598,647.812,649.264,657.955,660.507,661.213,765.016,757.796,667.804,676.133,678.77,742.558,748.447,641.396,679.003,652.205,433.073,514.813,538.477,540.388,469.524,510.185,577.794,581.712,590.835,642.911,641.061,582.774,618.121,641.163,
13360,655.099,517.513,541.058,529.31,543.967,547.202,572.142,564.992,607.435,628.747,584.353,753.59,591.709,647.261,647.608,649.887,446.405,601.176,533.729,448.567,509.515,542.651,538.471,478.12,552.287,541.588,562.525,553.364,588.21,629.393,593.332,594.666,595.288,600.425,595.639,636.709,640.044,569.725,637.497,616.47,641.181,609.4,643.185,647.893,607.422,622.763,661.936,646.442,647.812,620.873,662.048,662.173,665.92,671.001,668.37,680.705,675.999,746.684,660.701,752.62,610.394,763.955,663.003,534.513,484.977,500.587,509.634,520.187,529.91,581.426,548.389,572.882,642.841,641.061,569.246,648.993,639.443,
13380,650.95,533.101,518.431,534.853,512.047,547.202,589.213,554.305,624.619,618.862,548.398,772.222,591.709,637.356,641.717,663.458,498.185,541.761,542.385,464.646,552.867,547.294,567.066,560.397,446.31,449.685,581.256,552.117,571.729,591.475,584.461,600.503,575.902,591.6,573.676,579.417,592.033,619.431,627.858,634.466,641.181,644.796,643.007,613.088,640.968,656.059,653.187,642.016,650.988,655.667,651.167,662.173,672.735,740.581,667.734,744.462,670.025,681.705,696.217,747.871,641.222,671.221,653.971,469.072,545.962,446.251,536.874,467.017,439.484,551.135,568.919,564.059,582.08,649.546,600.217,648.993,639.786,
13400,648.051,530.89,544.39,538.19,537.671,546.114,585.501,548.42,623.369,605.1,576.589,658.766,576.897,580.237,646.786,653.477,521.488,437.463,547.697,458.479,542.049,438.058,564.231,561.289,555.741,436.463,575.244,558.692,597.176,564.795,584.921,560.535,577.753,563.743,599.15,632.858,574.913,594.995,607.771,640.069,617.061,650.192,638.343,622.9,628.258,617.222,653.187,645.73,656.504,655.667,651.885,653.962,753.713,682.306,683.708,668.415,698.027,674.414,668.689,754.987,626.719,665.727,662.681,542.412,446.841,500.772,479.202,447.086,528.116,583.023,577.063,590.894,616.717,600.339,583.587,650.545,623.855,
13420,637.974,512.641,524.223,539.366,510.27,561.403,587.875,601.844,606.324,649.49,599.597,679.628,578.882,583.893,644.993,662.607,498.939,542.333,501.061,531.315,538.355,485.964,543.109,488.632,534.568,587.42,567.98,550.795,574.054,569.929,567.605,603.386,508.847,625.511,581.195,598.281,599.321,637.438,595.048,558.722,645.548,649.157,646.723,614.429,633.91,617.222,657.584,657.315,660.637,646.4,656.998,656.267,661.796,671.706,664.164,662.368,701.179,672.476,699.967,754.987,623.714,746.695,656.483,539.144,521.305,489.6,439.519,422.569,463.713,621.536,575.293,591.428,621.165,600.131,606.209,641.75,611.187,
13440,641.026,509.984,534.077,510.262,543.546,512.721,586.346,591.01,608.942,642.152,556.473,654.705,592.134,613.781,640.831,664.182,454.506,481.012,491.321,547.127,480.633,540.103,456.946,548.886,549.488,531.407,549.605,550.35,563.927,563.127,598.415,571.867,544.848,609.619,624.634,580.028,550.324,598.484,592.974,624.386,620.135,643.659,639.247,614.429,644.733,642.815,657.584,653.046,660.398,656.582,662.907,652.72,674.52,676.218,671.39,680.265,749.234,746.329,668.288,773.368,647.978,670.832,664.397,464.123,495.226,518.811,488.429,464.041,464.04,556.313,626.616,572.848,610.521,602.949,607.432,633.946,624.81,
13460,642.516,527.013,534.233,524.741,512.267,561.761,607.83,586.084,626.234,642.468,584.348,661.171,600.445,602.982,610.933,663.89,524.915,430.991,444.864,552.983,438.158,488.658,538.755,585.448,549.951,561.955,567.292,555.683,559.255,564.956,629.512,578.694,589.753,593.809,554.071,593.544,438.556,599.726,563.717,580.655,632.793,643.659,658.527,620.863,611.19,632.119,659.191,643.17,648.205,631.835,618.587,652.72,661.749,680.171,660.389,663.825,661.594,755.776,670.556,677.236,632.652,667.57,664.397,488.735,466.797,484.094,526.152,545.801,537.284,550.591,593.999,609.301,627.052,639.556,566.054,623.748,634.166,
13480,629.913,522.257,512.719,556.52,549.762,557.356,572.927,569.567,613.847,594.775,574.935,665.808,578.132,612.397,651.727,663.89,405.64,541.352,484.914,526.013,462.944,553.221,453.069,427.464,540.981,564.921,594.342,551.317,564.41,578.771,596.158,574.971,584.361,579.087,585.915,566.867,622.873,642.999,632.581,637.26,620.395,610.253,609.073,642.708,643.168,654.764,656.631,636.936,648.205,622.703,653.259,651.732,668.655,751.59,670.777,671.231,668.654,750.2,734.128,755.111,612.232,656.007,722.895,500.833,443.278,448.725,561.66,469.92,486.541,549.69,587.553,582.091,598.161,626.509,635.339,646.028,598.665,
13500,653.082,530.224,512.719,516.578,575.662,540.67,565.793,567.407,608.942,618.508,573.246,731.848,587.487,635.694,649.776,656.475,523.242,506.917,553.058,546.604,532.882,559.461,553.299,563.279,554.965,626.607,564.763,496.7,553.949,600.926,589.375,597.2,584.2,576.86,600.95,576.325,602.129,625.76,581.537,621.656,650.185,641.265,604.589,619.809,618.626,608.302,656.631,611.398,648.205,655.134,601.973,651.732,660.044,663.835,755.118,745.428,763.109,664.323,750.789,661.349,627.22,665.12,656.834,513.855,502.013,436.747,546.871,504.659,502.592,578.75,575.881,582.688,617.991,620.346,555.051,652.993,632.402,
13520,655.384,536.289,514.084,516.578,535.283,547.839,583.845,564.095,598.588,647.613,561.042,727.255,588.899,602.072,613.988,656.422,476.37,435.592,445.267,484.549,552.319,479.359,556.309,571.14,489.534,455.117,559.834,540.87,588.415,600.926,597.325,623.96,578.721,579.92,584.424,599.896,577.606,607.241,583.905,583.39,602.712,623.889,648.373,615.07,650.8,614.153,656.631,646.281,647.289,655.134,640.303,667.793,752.325,686.052,673.18,679.287,661.78,738.096,734.034,658.229,633.597,670.187,653.502,446.929,444.305,524.829,541.085,529.194,506.03,550.517,590.069,561.922,610.103,625.41,586.143,652.301,619.37,
13540,630.574,512.747,539.349,531.316,542.956,538.775,599.467,581.002,624.89,636.407,565.764,668.73,551.324,639.143,643.65,665.447,433.377,436.755,455.158,486.516,497.416,447.601,537.942,542.039,561.519,541.485,564.346,491.924,590.254,584.255,574.235,574.591,574.319,575.001,585.738,582.59,620.982,608.468,579.049,603.873,604.4,630.788,616.179,614.197,650.8,614.153,668.852,646.281,649.08,654.034,654.123,675.701,654.02,661.055,745.937,762.557,679.864,662.393,675.324,676.783,632.928,656.214,662.33,447.256,451.94,545.208,482.531,542.344,461.36,549.898,638.829,561.922,616.807,611.349,580.767,654.542,626.869,
13560,658.853,520.171,513.528,523.931,553.21,549.379,574.367,556.168,600.791,641.364,572.239,667.754,604.155,633.195,645.255,651.806,459.706,448.598,497.877,541.081,549.69,536.081,541.98,551.475,573.358,564.168,591.643,568.965,533.973,568.605,593.897,625.708,559.206,574.629,604.189,587.203,579.637,591.152,596.597,594.005,628.545,603.493,614.256,636.054,647.166,638.999,674.626,642.141,651.292,653.077,652.437,659.778,672.452,750.436,770.595,748.676,702.879,756.406,664.731,754.941,639.102,668.944,659.878,448.269,509.286,450.466,531.802,506.285,432.615,443.688,615.423,636.838,629.832,640.824,588.793,631.409,595.055,
13580,641.85,544.48,521.658,519.031,629.473,549.379,600.447,596.494,614.687,606.635,585.898,767.68,586.022,596.028,647.238,667.079,527.568,491.696,446.58,571.871,539.093,547.506,504.394,489.483,494.997,580.764,556.495,573.071,582.894,576.785,562.636,515.31,589.839,550.869,578.056,556.313,597.984,600.193,639.595,609.234,659.463,617.16,646.225,624.379,607.934,637.606,653.231,647.585,650.729,622.791,652.437,661.553,666.138,739.389,659.618,752.987,674.428,759.845,755.289,684.214,589.929,663.763,659.878,479.327,434.005,487.389,553.563,431.992,432.745,461.875,584.65,616.379,610.714,620.938,590.422,615.823,601.458,
13600,646.817,522.301,553.391,535.981,579.793,570.965,607.739,553.368,623.177,636.143,581.286,674.616,574.9,615.3,644.456,674.112,465.871,523.575,510.035,463.574,469.349,502.694,560.531,573.454,556.002,557.791,554.268,573.071,603.328,568.498,580.82,484.895,565.236,567.598,636.471,583.452,599.254,591.443,589.288,646.385,641.6,582.981,639.002,642.895,620.554,617.716,652.259,647.585,650.729,648.097,648.565,655.467,665.178,766.606,733.427,682.157,659.884,661.261,701.976,681.04,591.402,665.895,661.674,438.334,446.452,515.327,446.488,481.545,527.591,562.069,607.864,589.94,611.436,644.897,575.823,660.197,599.319,
13620,640.229,528.591,531.468,535.981,566.797,546.599,594.093,588.647,613.797,637.099,566.315,755.816,588.695,621.585,643.394,672.283,492.508,486.092,450.95,451.983,523.495,623.033,540.098,549.762,444.495,441.745,590.854,584.077,554.237,563.136,562.851,567.726,578.109,580.47,563.091,584.051,576.725,606.665,580.403,592.046,637.465,601.782,619.586,610.111,618.526,645.456,663.654,647.585,650.729,647.699,648.86,656.105,666.646,770.441,681.497,676.131,685.521,756.971,750.823,702.309,630.204,751.968,656.192,504.795,448.248,476.27,453.149,534.629,427.561,560.644,633.687,592.081,612.165,618.514,568.02,660.197,590.78,
13640,647.492,516.103,517.934,519.241,568.158,539.24,574.493,572.831,624.793,645.345,599.904,663.735,559.571,598.62,637.714,769.745,476.382,499.892,537.152,428.586,457.588,550.677,561.18,578.188,555.71,576.929,573.004,576.84,595.894,587.016,568.855,585.437,559.514,591.069,572.883,579.687,598.554,628.608,579.586,585.401,628.676,614.755,648.409,623.424,631.359,635.613,654.186,648.327,663.089,647.699,648.86,659.711,659.73,749.568,667.61,768.067,673.439,690.211,816.067,769.906,631.238,755.11,660.635,499.232,426.77,506.846,539.941,431.411,460.445,554.717,589.658,628.036,624.349,604.983,571.232,609.646,619.714,
13660,648.566,522.267,533.209,532.438,540.321,549.391,592.803,573.486,618.987,624.603,551.176,666.539,594.412,597.902,629.226,652.121,531.905,428.719,459.455,445.839,551.412,516.528,543.786,502.405,477.249,561.734,572.751,426.69,565.107,548.145,495.521,574.103,559.526,579.831,580.896,563.835,561.56,625.348,589.487,601.07,638.5,613.52,652.22,634.367,622.205,612.299,654.944,648.327,652.583,613.597,645.592,661.192,657.888,765.723,681.441,674.803,681.618,680.873,755.967,765.687,634.055,670.061,667.296,525.969,441.969,490.512,456.953,421.806,529.143,555.393,576.039,601.034,620.594,615.705,583.243,623.274,641.351,
